group,scenario_as_named,trial,archive_path,uncompressed_bytes,compressed_bytes,crc32,interval_seconds,stream_count,streams,units
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),11,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 11.csv,18307728,4850143,3baedd22,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),12,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 12.csv,18307447,4855085,b752dee8,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),13,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 13.csv,18307160,4859459,f4295976,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),14,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 14.csv,18307709,4864871,998bf7e0,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),15,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 15.csv,18307395,4860110,bd0a5aa0,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),16,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 16.csv,18306411,4868240,4388ec2a,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),17,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 17.csv,18307146,4871593,36246a6e,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),18,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 18.csv,18310160,4873750,f928b9e1,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),19,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 19.csv,18309279,4879515,0ff6ca6f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),2,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 2.csv,18308983,4818669,988d2bb6,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),20,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 20.csv,18307143,4881438,b3524144,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),21,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 21.csv,18308169,4879143,c9001790,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),22,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 22.csv,18309246,4880150,351cf310,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),23,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 23.csv,18308551,4883951,17faca6b,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),24,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 24.csv,18309408,4886906,926a0a89,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),25,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 25.csv,18307596,4881559,90844dd1,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),3,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 3.csv,18307113,4827832,0ec84fcb,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),4,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 4.csv,18305495,4829715,58f7a83d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),5,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 5.csv,18307324,4830559,a182880f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),6,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 6.csv,18304662,4835832,46b7eb24,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),7,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 7.csv,18302485,4841633,04292667,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),8,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 8.csv,18304012,4841559,8c927884,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Bearing (2) Outer & Shaft Fault (Coupling End bent),9,Fault data split 25/Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 9.csv,18304940,4846387,ca3806cc,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,1,Fault data split 25/No Fault Trial 1.csv,12957558,3285512,4df719c6,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,10,Fault data split 25/No Fault Trial 10.csv,18400719,4587475,9ba140ab,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,11,Fault data split 25/No Fault Trial 11.csv,18404279,4590880,69c319a4,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,12,Fault data split 25/No Fault Trial 12.csv,18404505,4592591,415dfa87,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,13,Fault data split 25/No Fault Trial 13.csv,18399138,4595835,8448296d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,14,Fault data split 25/No Fault Trial 14.csv,18403515,4596872,276f83cb,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,15,Fault data split 25/No Fault Trial 15.csv,18403749,4597543,6cdb4343,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,16,Fault data split 25/No Fault Trial 16.csv,18404678,4604731,0302ba74,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,17,Fault data split 25/No Fault Trial 17.csv,18403332,4604253,457fa962,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,18,Fault data split 25/No Fault Trial 18.csv,18401391,4604036,7942ed28,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,19,Fault data split 25/No Fault Trial 19.csv,18402066,4605194,4ccac9b9,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,2,Fault data split 25/No Fault Trial 2.csv,13534770,3325082,f869c26d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,20,Fault data split 25/No Fault Trial 20.csv,18403892,4604452,fc2bcb81,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,21,Fault data split 25/No Fault Trial 21.csv,18402561,4607232,249141fd,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,22,Fault data split 25/No Fault Trial 22.csv,18405509,4608439,8759c507,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,23,Fault data split 25/No Fault Trial 23.csv,18402889,4608235,868a28f5,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,24,Fault data split 25/No Fault Trial 24.csv,18404585,4608823,c1964606,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,25,Fault data split 25/No Fault Trial 25.csv,18403250,4610055,ff3d58e6,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,3,Fault data split 25/No Fault Trial 3.csv,13533683,3324597,d7ab2179,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,4,Fault data split 25/No Fault Trial 4.csv,18403335,4586016,317ddae3,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,5,Fault data split 25/No Fault Trial 5.csv,18398662,4590188,b51fba11,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,6,Fault data split 25/No Fault Trial 6.csv,18400044,4590952,5c38204e,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,7,Fault data split 25/No Fault Trial 7.csv,18401739,4587218,06cb713f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,8,Fault data split 25/No Fault Trial 8.csv,18401788,4590239,53db7b5f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,No Fault,9,Fault data split 25/No Fault Trial 9.csv,18403363,4588837,dc610cfb,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),1,Fault data split 25/Shaft Fault (Centerally bent) Trial 1.csv,12963908,3229609,492273e9,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),10,Fault data split 25/Shaft Fault (Centerally bent) Trial 10.csv,18405807,4525546,9d9a273e,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),11,Fault data split 25/Shaft Fault (Centerally bent) Trial 11.csv,18409520,4524237,109ad3fe,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),12,Fault data split 25/Shaft Fault (Centerally bent) Trial 12.csv,18407555,4528024,7219d0be,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),13,Fault data split 25/Shaft Fault (Centerally bent) Trial 13.csv,18410814,4526177,e61951a6,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),14,Fault data split 25/Shaft Fault (Centerally bent) Trial 14.csv,18407407,4529855,5d4f9e34,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),15,Fault data split 25/Shaft Fault (Centerally bent) Trial 15.csv,18411441,4531830,561b9f16,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),16,Fault data split 25/Shaft Fault (Centerally bent) Trial 16.csv,18411973,4533077,889ca633,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),17,Fault data split 25/Shaft Fault (Centerally bent) Trial 17.csv,18411562,4539101,973a905d,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),18,Fault data split 25/Shaft Fault (Centerally bent) Trial 18.csv,18412144,4538832,a7389929,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),19,Fault data split 25/Shaft Fault (Centerally bent) Trial 19.csv,18411049,4537576,af0bbf8a,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),2,Fault data split 25/Shaft Fault (Centerally bent) Trial 2.csv,13541945,3266613,6c5408b3,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),20,Fault data split 25/Shaft Fault (Centerally bent) Trial 20.csv,18415237,4539095,42cf7ca9,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),21,Fault data split 25/Shaft Fault (Centerally bent) Trial 21.csv,18413203,4537183,ebdafd9f,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),22,Fault data split 25/Shaft Fault (Centerally bent) Trial 22.csv,18411004,4537351,404e183a,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),23,Fault data split 25/Shaft Fault (Centerally bent) Trial 23.csv,18412569,4538198,fec3bdb5,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),24,Fault data split 25/Shaft Fault (Centerally bent) Trial 24.csv,18415892,4542667,e3912ac5,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),25,Fault data split 25/Shaft Fault (Centerally bent) Trial 25.csv,18413315,4540994,722e9aed,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),3,Fault data split 25/Shaft Fault (Centerally bent) Trial 3.csv,13540626,3266431,50f873cd,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),4,Fault data split 25/Shaft Fault (Centerally bent) Trial 4.csv,18403755,4504469,74a92228,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),5,Fault data split 25/Shaft Fault (Centerally bent) Trial 5.csv,18403472,4510819,b41c5c10,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),6,Fault data split 25/Shaft Fault (Centerally bent) Trial 6.csv,18408149,4515374,ca97e1ef,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),7,Fault data split 25/Shaft Fault (Centerally bent) Trial 7.csv,18406126,4517268,857b12a9,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),8,Fault data split 25/Shaft Fault (Centerally bent) Trial 8.csv,18404443,4524325,e24ca058,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Centerally bent),9,Fault data split 25/Shaft Fault (Centerally bent) Trial 9.csv,18404336,4524030,dcec7563,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),1,Fault data split 25/Shaft Fault (Coupling end bent) Trial 1.csv,12969299,3245183,e77b4c3a,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),10,Fault data split 25/Shaft Fault (Coupling end bent) Trial 10.csv,18397378,4602893,ace52c69,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),11,Fault data split 25/Shaft Fault (Coupling end bent) Trial 11.csv,18396636,4598695,033455d7,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),12,Fault data split 25/Shaft Fault (Coupling end bent) Trial 12.csv,18394930,4603881,39b3b1ad,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),13,Fault data split 25/Shaft Fault (Coupling end bent) Trial 13.csv,18397974,4606651,1cc81ee2,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),14,Fault data split 25/Shaft Fault (Coupling end bent) Trial 14.csv,18399635,4608657,f7238e82,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),15,Fault data split 25/Shaft Fault (Coupling end bent) Trial 15.csv,18401452,4608342,a364b538,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),16,Fault data split 25/Shaft Fault (Coupling end bent) Trial 16.csv,18398045,4606630,269c5367,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),17,Fault data split 25/Shaft Fault (Coupling end bent) Trial 17.csv,18397406,4606595,9b4b9eb1,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),18,Fault data split 25/Shaft Fault (Coupling end bent) Trial 18.csv,18396286,4607291,8084ac10,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
25,Shaft Fault (Coupling end bent),19,Fault data split 25/Shaft Fault (Coupling end bent) Trial 19.csv,18399732,4612014,c207d3de,0.00015625,9,Tachometer|Motor|Bearing 1 Z|Bearing 1 Y|Bearing 1 X|Bearing 2 Z|Bearing 2 Y|Bearing 2 X|Gearbox,V|g|g|g|g|g|g|g|g
